OLID,type,location
OL3498565A,{'key': '/type/author'},"Cincinnati, Ohio, USA"
OL3714345A,{'key': '/type/author'},
OL4741880A,{'key': '/type/author'},
OL6583A,{'key': '/type/author'},
OL1107364A,{'key': '/type/author'},
OL1636011A,{'key': '/type/author'},
OL2583755A,{'key': '/type/author'},
OL3305005A,{'key': '/type/author'},
OL4760134A,{'key': '/type/author'},"Lanreath, Cornwall, UK"
OL552012A,{'key': '/type/author'},
OL639463A,{'key': '/type/author'},Menéndez y Menéndez Opus
OL26283A,{'key': '/type/author'},
OL295298A,{'key': '/type/author'},
OL317230A,{'key': '/type/author'},
OL4115311A,{'key': '/type/author'},
OL497836A,{'key': '/type/author'},
OL2074440A,{'key': '/type/author'},"St. Louis, Missouri"
OL2793576A,{'key': '/type/author'},
OL2902A,{'key': '/type/author'},
OL294501A,{'key': '/type/author'},
OL1117868A,{'key': '/type/author'},kedah
OL1172270A,{'key': '/type/author'},
OL154872A,{'key': '/type/author'},
OL196066A,{'key': '/type/author'},
OL27063A,{'key': '/type/author'},
OL3716250A,{'key': '/type/author'},www.brettchatz.blogspot.com
OL1313847A,{'key': '/type/author'},Somewhere in the Muslim regions
OL1676664A,{'key': '/type/author'},
OL1846018A,{'key': '/type/author'},
OL189995A,{'key': '/type/author'},
OL27939A,{'key': '/type/author'},
OL3032981A,{'key': '/type/author'},
OL1385171A,{'key': '/type/author'},
OL1440087A,{'key': '/type/author'},New Delhi
OL1468840A,{'key': '/type/author'},
OL148569A,{'key': '/type/author'},
OL1777010A,{'key': '/type/author'},
OL34517A,{'key': '/type/author'},
OL5695371A,{'key': '/type/author'},
OL1179334A,{'key': '/type/author'},
OL124049A,{'key': '/type/author'},
OL131118A,{'key': '/type/author'},
OL2126265A,{'key': '/type/author'},
OL254563A,{'key': '/type/author'},
OL2638363A,{'key': '/type/author'},
OL309380A,{'key': '/type/author'},
OL4455196A,{'key': '/type/author'},
OL120957A,{'key': '/type/author'},
OL1718504A,{'key': '/type/author'},
OL23437A,{'key': '/type/author'},
OL2527041A,{'key': '/type/author'},
OL3142610A,{'key': '/type/author'},
OL4208535A,{'key': '/type/author'},"Kolkata-700091, India, G-31/8, Karunamoyee Estate, Sector-II, Salt Lake City"
OL4486969A,{'key': '/type/author'},
OL1178364A,{'key': '/type/author'},
OL131793A,{'key': '/type/author'},
OL28731A,{'key': '/type/author'},
OL3267683A,{'key': '/type/author'},
OL40965A,{'key': '/type/author'},
OL431628A,{'key': '/type/author'},
OL559464A,{'key': '/type/author'},
OL114041A,{'key': '/type/author'},
OL18271A,{'key': '/type/author'},
OL1933331A,{'key': '/type/author'},
OL2820282A,{'key': '/type/author'},
OL3789381A,{'key': '/type/author'},Denver
OL390320A,{'key': '/type/author'},Arizona
OL420222A,{'key': '/type/author'},
OL126474A,{'key': '/type/author'},
OL141780A,{'key': '/type/author'},
OL2699436A,{'key': '/type/author'},
OL3073388A,{'key': '/type/author'},"Clam Gulch, Kenai Peninsula Alaska USA"
OL1555603A,{'key': '/type/author'},
OL20157A,{'key': '/type/author'},
OL4485034A,{'key': '/type/author'},
OL507557A,{'key': '/type/author'},
OL5561552A,{'key': '/type/author'},
OL597563A,{'key': '/type/author'},
OL605717A,{'key': '/type/author'},France
OL118038A,{'key': '/type/author'},
OL127976A,{'key': '/type/author'},
OL155641A,{'key': '/type/author'},
OL33132A,{'key': '/type/author'},
OL57938A,{'key': '/type/author'},
OL6503725A,{'key': '/type/author'},"Boston, US"
OL1389338A,{'key': '/type/author'},
OL151432A,{'key': '/type/author'},
OL1676239A,{'key': '/type/author'},
OL1944383A,{'key': '/type/author'},
OL22466A,{'key': '/type/author'},
OL2341001A,{'key': '/type/author'},
OL2380245A,{'key': '/type/author'},"Kenosha, WI"
OL3031844A,{'key': '/type/author'},Oregon
OL5417897A,{'key': '/type/author'},
OL5480046A,{'key': '/type/author'},
OL1420982A,{'key': '/type/author'},
OL2235898A,{'key': '/type/author'},Amerika
OL248608A,{'key': '/type/author'},"Nashville, TN"
OL266207A,{'key': '/type/author'},
OL395577A,{'key': '/type/author'},New Zealand
OL4281043A,{'key': '/type/author'},
OL472845A,{'key': '/type/author'},
OL4989699A,{'key': '/type/author'},
OL6388043A,{'key': '/type/author'},
OL1514611A,{'key': '/type/author'},"Clayton, North Carolina"
OL288792A,{'key': '/type/author'},
OL4170554A,{'key': '/type/author'},"Bogotá, Madrid, Santiago"
OL1482143A,{'key': '/type/author'},USA
OL2227580A,{'key': '/type/author'},
OL2644486A,{'key': '/type/author'},
OL114004A,{'key': '/type/author'},
OL114698A,{'key': '/type/author'},
OL1510648A,{'key': '/type/author'},
OL237627A,{'key': '/type/author'},"St. Louis, MO"
OL2396519A,{'key': '/type/author'},
OL2481178A,{'key': '/type/author'},
OL2677562A,{'key': '/type/author'},
OL39465A,{'key': '/type/author'},
OL4327866A,{'key': '/type/author'},
OL1168604A,{'key': '/type/author'},"Cobadin, Constanţa"
OL134384A,{'key': '/type/author'},
OL1479386A,{'key': '/type/author'},
OL160088A,{'key': '/type/author'},
OL1824716A,{'key': '/type/author'},California
OL2237732A,{'key': '/type/author'},
OL3014560A,{'key': '/type/redirect'},/authors/OL290095A
OL312024A,{'key': '/type/author'},
OL3926027A,{'key': '/type/author'},Croatia
OL49143A,{'key': '/type/author'},
OL5051398A,{'key': '/type/author'},
OL509325A,{'key': '/type/author'},
OL1030788A,{'key': '/type/author'},
OL112761A,{'key': '/type/author'},
OL1755751A,{'key': '/type/author'},
OL226216A,{'key': '/type/author'},
OL552454A,{'key': '/type/author'},
OL640908A,{'key': '/type/author'},
OL16774A,{'key': '/type/author'},
OL31126A,{'key': '/type/author'},"Dorset, UK"
OL1056832A,{'key': '/type/author'},
OL1410948A,{'key': '/type/author'},
OL148937A,{'key': '/type/author'},
OL375997A,{'key': '/type/author'},
OL39242A,{'key': '/type/author'},
OL4473968A,{'key': '/type/author'},
OL5718385A,{'key': '/type/redirect'},/authors/OL1487450A
OL1501088A,{'key': '/type/author'},
OL259843A,{'key': '/type/author'},
OL287997A,{'key': '/type/author'},
OL53370A,{'key': '/type/author'},"Kragujevac, Serbia"
OL566106A,{'key': '/type/author'},"Gurudwara Road , Civil Lines , Buxar ( Bihar ) INDIA ."
OL1230443A,{'key': '/type/author'},
OL179659A,{'key': '/type/author'},Mumbai
OL181391A,{'key': '/type/author'},
OL1875750A,{'key': '/type/author'},
OL4625334A,{'key': '/type/author'},
OL475140A,{'key': '/type/author'},
OL48043A,{'key': '/type/author'},
OL638202A,{'key': '/type/author'},
OL143302A,{'key': '/type/author'},
OL1554219A,{'key': '/type/author'},
OL173245A,{'key': '/type/author'},
OL1895251A,{'key': '/type/author'},
OL21836A,{'key': '/type/author'},
OL226057A,{'key': '/type/author'},
OL2536572A,{'key': '/type/author'},
OL3190621A,{'key': '/type/redirect'},/authors/OL1065057A
OL350277A,{'key': '/type/author'},
OL4405744A,{'key': '/type/author'},
OL4728578A,{'key': '/type/author'},
OL56960A,{'key': '/type/author'},
OL102616A,{'key': '/type/author'},
OL1344855A,{'key': '/type/author'},"Lanreath, Cornwall, UK"
OL1636111A,{'key': '/type/author'},
OL1919547A,{'key': '/type/author'},
OL279921A,{'key': '/type/author'},
OL4778633A,{'key': '/type/author'},
OL557667A,{'key': '/type/author'},
OL6494627A,{'key': '/type/redirect'},/authors/OL4995382A
OL1069070A,{'key': '/type/author'},
OL154683A,{'key': '/type/author'},
OL2092101A,{'key': '/type/author'},
OL248707A,{'key': '/type/author'},
OL3205196A,{'key': '/type/author'},"Sundborn, Falun, Sweden"
OL3316210A,{'key': '/type/author'},
OL395519A,{'key': '/type/author'},
OL5199954A,{'key': '/type/redirect'},/authors/OL502648A
OL1003539A,{'key': '/type/author'},
OL1163377A,{'key': '/type/author'},
OL139110A,{'key': '/type/author'},
OL1464920A,{'key': '/type/author'},
OL1512828A,{'key': '/type/author'},
OL1942875A,{'key': '/type/author'},
OL32657A,{'key': '/type/author'},
OL4579773A,{'key': '/type/author'},
OL52180A,{'key': '/type/author'},
OL61330A,{'key': '/type/author'},
OL1102297A,{'key': '/type/author'},Leerdam
OL1173452A,{'key': '/type/author'},
OL1388077A,{'key': '/type/author'},
OL495278A,{'key': '/type/author'},
OL103589A,{'key': '/type/author'},"Bangalore, INDIA"
OL291454A,{'key': '/type/author'},
OL1905960A,{'key': '/type/author'},
OL2021799A,{'key': '/type/author'},
OL21095A,{'key': '/type/author'},
OL2401750A,{'key': '/type/author'},
OL24562A,{'key': '/type/author'},"Springfield, OR"
OL1385267A,{'key': '/type/author'},
OL1613733A,{'key': '/type/author'},
OL262453A,{'key': '/type/author'},
OL441152A,{'key': '/type/author'},
OL4832843A,{'key': '/type/author'},
OL145315A,{'key': '/type/author'},
OL2073368A,{'key': '/type/author'},
OL22586A,{'key': '/type/author'},
OL2262387A,{'key': '/type/author'},"Sydney, Australia"
OL2673967A,{'key': '/type/author'},
OL3057235A,{'key': '/type/author'},
OL3567710A,{'key': '/type/author'},"England, U.K."
OL233499A,{'key': '/type/author'},
OL384308A,{'key': '/type/author'},
OL1179993A,{'key': '/type/author'},
OL1578421A,{'key': '/type/author'},
OL172856A,{'key': '/type/author'},
OL3035205A,{'key': '/type/author'},Texas
OL3849671A,{'key': '/type/author'},Canada
OL417775A,{'key': '/type/author'},
OL65966A,{'key': '/type/author'},"Stockholm, Sweden"
OL1010397A,{'key': '/type/author'},
OL1044A,{'key': '/type/author'},
OL129331A,{'key': '/type/author'},
OL18331A,{'key': '/type/author'},
OL194665A,{'key': '/type/author'},
OL6204747A,{'key': '/type/author'},
OL151233A,{'key': '/type/author'},
OL1606114A,{'key': '/type/author'},
OL212711A,{'key': '/type/author'},hanapin mo nlng
OL2307216A,{'key': '/type/author'},
OL25963A,{'key': '/type/author'},
OL108452A,{'key': '/type/author'},
OL161396A,{'key': '/type/author'},
OL1831013A,{'key': '/type/author'},
OL2151267A,{'key': '/type/author'},
OL2283312A,{'key': '/type/author'},
OL2691081A,{'key': '/type/redirect'},/authors/OL947807A
OL4816084A,{'key': '/type/author'},
OL1296261A,{'key': '/type/author'},
OL2645427A,{'key': '/type/author'},
OL3430632A,{'key': '/type/author'},
OL3597986A,{'key': '/type/author'},
OL473714A,{'key': '/type/author'},
OL1191446A,{'key': '/type/author'},"Lanreath, Cornwall, UK"
OL450295A,{'key': '/type/author'},
OL4971723A,{'key': '/type/author'},
OL55278A,{'key': '/type/author'},
OL59666A,{'key': '/type/author'},
OL1373895A,{'key': '/type/author'},Poland
OL24001A,{'key': '/type/author'},
OL29586A,{'key': '/type/author'},London
OL13192A,{'key': '/type/author'},
OL1341521A,{'key': '/type/author'},INDIA
OL1629325A,{'key': '/type/author'},
OL1945979A,{'key': '/type/author'},
OL21875A,{'key': '/type/author'},
OL2387711A,{'key': '/type/author'},
OL277886A,{'key': '/type/author'},Drobeta-Turnu Severin
OL302671A,{'key': '/type/author'},"Ilorin, Nigeria"
OL4183910A,{'key': '/type/author'},México
OL6603012A,{'key': '/type/author'},Nairobi
OL113829A,{'key': '/type/author'},
OL1535221A,{'key': '/type/author'},
OL1958574A,{'key': '/type/author'},
OL224075A,{'key': '/type/author'},
OL2476802A,{'key': '/type/author'},"Indonesia, rizalsgu@yahoo.com or rizal_gueci@yahoo.de"
OL274069A,{'key': '/type/author'},
OL3203204A,{'key': '/type/author'},
OL322638A,{'key': '/type/author'},
OL3776876A,{'key': '/type/author'},Los Angeles
OL5502449A,{'key': '/type/author'},
OL1221234A,{'key': '/type/author'},
OL139614A,{'key': '/type/author'},
OL1511978A,{'key': '/type/author'},
OL18319A,{'key': '/type/author'},
OL19617A,{'key': '/type/author'},
OL2622837A,{'key': '/type/author'},"La Jolla, California"
OL2820800A,{'key': '/type/author'},
OL28257A,{'key': '/type/author'},
OL3865619A,{'key': '/type/author'},Edinburgh
OL5526736A,{'key': '/type/author'},
OL55996A,{'key': '/type/author'},USA
OL561656A,{'key': '/type/author'},
OL13066A,{'key': '/type/author'},
OL2165317A,{'key': '/type/author'},
OL4982453A,{'key': '/type/author'},
OL551567A,{'key': '/type/author'},
OL59004A,{'key': '/type/author'},
OL117307A,{'key': '/type/author'},
OL1724770A,{'key': '/type/author'},
OL31867A,{'key': '/type/author'},"Washington, USA"
OL357652A,{'key': '/type/author'},Abengourou- Côte d'Ivoire
OL638151A,{'key': '/type/author'},
OL1163280A,{'key': '/type/author'},
OL137438A,{'key': '/type/author'},
OL1973038A,{'key': '/type/author'},"Ft. Lauderdale, Florida"
OL2175130A,{'key': '/type/author'},
OL2658516A,{'key': '/type/author'},
OL288198A,{'key': '/type/author'},
OL10736A,{'key': '/type/author'},
OL2120425A,{'key': '/type/author'},
OL2251289A,{'key': '/type/author'},
OL2341488A,{'key': '/type/author'},
OL24072A,{'key': '/type/author'},
OL30249A,{'key': '/type/author'},
OL305300A,{'key': '/type/author'},
OL323407A,{'key': '/type/author'},"Hollywood, CA"
OL39281A,{'key': '/type/author'},
OL49766A,{'key': '/type/author'},
OL145988A,{'key': '/type/author'},
OL1544170A,{'key': '/type/author'},
OL2572415A,{'key': '/type/author'},
OL28298A,{'key': '/type/author'},
OL1532931A,{'key': '/type/author'},
OL20133A,{'key': '/type/author'},
OL2645309A,{'key': '/type/author'},
OL26758A,{'key': '/type/author'},"Paris, France"
OL2040192A,{'key': '/type/author'},"Odense, Denmark"
OL2196159A,{'key': '/type/author'},
OL2900518A,{'key': '/type/author'},USA
OL3274887A,{'key': '/type/author'},"Lanreath, Cornwall, UK"
OL346181A,{'key': '/type/author'},
OL4140597A,{'key': '/type/author'},
OL454009A,{'key': '/type/author'},
OL4671520A,{'key': '/type/author'},
OL5206A,{'key': '/type/author'},"Tirupparaithurai, Trichy District, Tamilnadu State, INDIA"
OL5527391A,{'key': '/type/author'},
OL6609040A,{'key': '/type/author'},"Belgrade, Serbia"
OL667062A,{'key': '/type/author'},"Dundee, Scotland"
OL67411A,{'key': '/type/author'},
OL154859A,{'key': '/type/author'},
OL244123A,{'key': '/type/author'},
OL448937A,{'key': '/type/author'},"Boonvile, NY"
OL4751965A,{'key': '/type/redirect'},/authors/OL4751964A
OL5433529A,{'key': '/type/author'},
OL1468705A,{'key': '/type/author'},
OL222524A,{'key': '/type/author'},
OL2721519A,{'key': '/type/author'},
OL3131887A,{'key': '/type/author'},"Southaven, Ms"
OL3856355A,{'key': '/type/author'},
OL4331255A,{'key': '/type/author'},
OL5084116A,{'key': '/type/author'},
OL6383665A,{'key': '/type/author'},
OL1205487A,{'key': '/type/author'},
OL2812503A,{'key': '/type/author'},
OL44125A,{'key': '/type/author'},
OL49700A,{'key': '/type/author'},
OL1218763A,{'key': '/type/author'},
OL1541281A,{'key': '/type/author'},
OL1959199A,{'key': '/type/author'},
OL21255A,{'key': '/type/author'},
OL239800A,{'key': '/type/author'},
OL276364A,{'key': '/type/author'},"New York City, NY"
OL4714626A,{'key': '/type/author'},
OL5917221A,{'key': '/type/author'},
OL128166A,{'key': '/type/author'},
OL1386359A,{'key': '/type/author'},"Antwerp, NY"
OL2405825A,{'key': '/type/author'},Germany
OL2623583A,{'key': '/type/author'},England
OL3860718A,{'key': '/type/author'},kgk
OL631698A,{'key': '/type/author'},
OL6789974A,{'key': '/type/author'},
OL1460559A,{'key': '/type/author'},
OL154901A,{'key': '/type/author'},
OL1743496A,{'key': '/type/author'},
OL5136144A,{'key': '/type/author'},
OL6795007A,{'key': '/type/author'},
OL1133829A,{'key': '/type/author'},
OL290094A,{'key': '/type/author'},"Leeds, United Kingdom"
OL38397A,{'key': '/type/author'},
OL6603130A,{'key': '/type/author'},"Sofia, Bulgaria"
OL6787643A,{'key': '/type/author'},
OL155538A,{'key': '/type/author'},
OL21001A,{'key': '/type/author'},
OL3790828A,{'key': '/type/author'},
OL6565077A,{'key': '/type/author'},
OL1422456A,{'key': '/type/author'},
OL222428A,{'key': '/type/author'},
OL1715087A,{'key': '/type/author'},Southampton
OL215622A,{'key': '/type/author'},
OL287084A,{'key': '/type/author'},
OL4633561A,{'key': '/type/author'},
OL53931A,{'key': '/type/author'},
OL5469338A,{'key': '/type/author'},internet
OL1425768A,{'key': '/type/author'},
OL1577275A,{'key': '/type/redirect'},/authors/OL278396A
OL21506A,{'key': '/type/author'},
OL2986024A,{'key': '/type/author'},
OL394640A,{'key': '/type/author'},
OL4368163A,{'key': '/type/author'},
OL4796197A,{'key': '/type/redirect'},/authors/OL3319143A
OL4927277A,{'key': '/type/author'},
OL5507660A,{'key': '/type/author'},Denpasar-Bali
OL579613A,{'key': '/type/author'},
OL1532140A,{'key': '/type/author'},
OL219019A,{'key': '/type/author'},
OL2346464A,{'key': '/type/author'},
OL3169466A,{'key': '/type/author'},
OL3217666A,{'key': '/type/author'},
OL394410A,{'key': '/type/author'},
OL61051A,{'key': '/type/author'},
OL1296020A,{'key': '/type/author'},
OL1781238A,{'key': '/type/author'},
OL2533482A,{'key': '/type/author'},Edinburgh
OL5345486A,{'key': '/type/author'},
OL5861311A,{'key': '/type/author'},
OL613683A,{'key': '/type/author'},
OL6553684A,{'key': '/type/author'},
OL6731659A,{'key': '/type/author'},
OL1096272A,{'key': '/type/author'},
OL3581393A,{'key': '/type/author'},
OL4586796A,{'key': '/type/author'},
OL5230562A,{'key': '/type/author'},Bucureşti
OL582554A,{'key': '/type/author'},
OL149229A,{'key': '/type/author'},
OL18074A,{'key': '/type/author'},
OL231965A,{'key': '/type/author'},England
OL27278A,{'key': '/type/author'},"Dublin, Ireland"
OL33764A,{'key': '/type/author'},
OL348803A,{'key': '/type/author'},
OL3752222A,{'key': '/type/author'},
OL4181535A,{'key': '/type/author'},
OL52922A,{'key': '/type/author'},
OL529531A,{'key': '/type/author'},
OL595024A,{'key': '/type/author'},
OL6162356A,{'key': '/type/author'},Trois-Rivières
OL115024A,{'key': '/type/author'},
OL239410A,{'key': '/type/author'},"Brooklyn, New York, USA"
OL25712A,{'key': '/type/author'},
OL31901A,{'key': '/type/author'},
OL3739360A,{'key': '/type/author'},
OL3866191A,{'key': '/type/author'},
OL5698486A,{'key': '/type/author'},
OL58757A,{'key': '/type/author'},
OL588525A,{'key': '/type/author'},
OL618844A,{'key': '/type/author'},
OL6296304A,{'key': '/type/author'},
OL639288A,{'key': '/type/author'},
OL6605989A,{'key': '/type/author'},
OL1127847A,{'key': '/type/author'},
OL145109A,{'key': '/type/author'},
OL1520963A,{'key': '/type/author'},
OL183769A,{'key': '/type/author'},
OL2140282A,{'key': '/type/author'},
OL26173A,{'key': '/type/author'},yeah
OL29235A,{'key': '/type/author'},
OL39307A,{'key': '/type/author'},
OL6725644A,{'key': '/type/author'},
OL197755A,{'key': '/type/author'},
OL319279A,{'key': '/type/author'},
OL153720A,{'key': '/type/author'},
OL24136A,{'key': '/type/author'},
OL29881A,{'key': '/type/author'},"Hartfield, East Sussex, England"
OL356436A,{'key': '/type/author'},
OL6784289A,{'key': '/type/author'},
OL1063608A,{'key': '/type/author'},
OL127530A,{'key': '/type/author'},
OL1822548A,{'key': '/type/author'},
OL286118A,{'key': '/type/author'},
OL28641A,{'key': '/type/author'},
OL62400A,{'key': '/type/author'},
OL1943139A,{'key': '/type/author'},
OL216967A,{'key': '/type/author'},
OL2920667A,{'key': '/type/author'},
OL529347A,{'key': '/type/author'},
OL1235607A,{'key': '/type/author'},
OL128919A,{'key': '/type/author'},
OL3928059A,{'key': '/type/author'},
OL5545716A,{'key': '/type/author'},
OL598564A,{'key': '/type/author'},
OL673325A,{'key': '/type/author'},
OL153837A,{'key': '/type/author'},
OL1755216A,{'key': '/type/author'},"New York City, NY"
OL2243573A,{'key': '/type/author'},
OL233814A,{'key': '/type/author'},
OL237146A,{'key': '/type/author'},
OL296085A,{'key': '/type/author'},
OL443951A,{'key': '/type/author'},"Williamsburg, Virginia"
OL1160263A,{'key': '/type/author'},
OL146299A,{'key': '/type/author'},Milano
OL2195571A,{'key': '/type/author'},"Lobira, South sudan"
OL239775A,{'key': '/type/author'},
OL2433192A,{'key': '/type/author'},
OL2872748A,{'key': '/type/redirect'},/authors/OL957281A
OL6503761A,{'key': '/type/author'},
OL2745809A,{'key': '/type/author'},
OL152472A,{'key': '/type/author'},"Paris, France"
OL1720901A,{'key': '/type/author'},Craiova
OL1731656A,{'key': '/type/author'},
OL18485A,{'key': '/type/author'},
OL198348A,{'key': '/type/author'},
OL319347A,{'key': '/type/author'},
OL4239136A,{'key': '/type/redirect'},/authors/OL417445A
OL5285168A,{'key': '/type/author'},
OL181777A,{'key': '/type/author'},
OL1872868A,{'key': '/type/author'},
OL223734A,{'key': '/type/author'},Singapore
OL2495936A,{'key': '/type/author'},
OL2944035A,{'key': '/type/author'},
OL32574A,{'key': '/type/author'},
OL50923A,{'key': '/type/author'},
OL5238643A,{'key': '/type/author'},
OL6784290A,{'key': '/type/author'},
OL3494174A,{'key': '/type/author'},
OL3601045A,{'key': '/type/author'},
OL4891271A,{'key': '/type/author'},
OL5390249A,{'key': '/type/author'},
OL6392871A,{'key': '/type/author'},Amsterdam
OL6481323A,{'key': '/type/author'},Poland
OL6629540A,{'key': '/type/author'},
OL23361A,{'key': '/type/author'},
OL309703A,{'key': '/type/author'},
OL6499962A,{'key': '/type/redirect'},/authors/OL6499961A
OL166905A,{'key': '/type/author'},
OL39718A,{'key': '/type/author'},
OL4111052A,{'key': '/type/author'},
OL45415A,{'key': '/type/author'},
OL5786491A,{'key': '/type/redirect'},/authors/OL678816A
OL6795062A,{'key': '/type/author'},
OL108091A,{'key': '/type/author'},"kushtia, Bangladesh"
OL21219A,{'key': '/type/author'},
OL286399A,{'key': '/type/author'},
OL33146A,{'key': '/type/author'},
OL5644677A,{'key': '/type/author'},
OL5650960A,{'key': '/type/author'},
OL6708339A,{'key': '/type/author'},
OL24981A,{'key': '/type/author'},
OL2746328A,{'key': '/type/author'},"Brooklyn, NY"
OL2943305A,{'key': '/type/author'},
OL414502A,{'key': '/type/author'},
OL4486547A,{'key': '/type/author'},
OL54248A,{'key': '/type/author'},
OL5491684A,{'key': '/type/author'},
OL1180584A,{'key': '/type/author'},editura junimea
OL149424A,{'key': '/type/author'},
OL2133402A,{'key': '/type/author'},
OL2330572A,{'key': '/type/author'},
OL3355894A,{'key': '/type/author'},
OL3854050A,{'key': '/type/author'},"Russian Academy of Sciences Institute of Cell Biophysics, Pushchino, Moscow Region"
OL5497406A,{'key': '/type/author'},karachi
OL6744371A,{'key': '/type/author'},
OL1370600A,{'key': '/type/author'},
OL2119078A,{'key': '/type/author'},
OL22672A,{'key': '/type/author'},
OL2392686A,{'key': '/type/author'},
OL3989684A,{'key': '/type/author'},
OL584377A,{'key': '/type/author'},"Prescott, AZ"
OL1217380A,{'key': '/type/author'},
OL141473A,{'key': '/type/author'},
OL1628384A,{'key': '/type/author'},
OL1676742A,{'key': '/type/author'},
OL2201951A,{'key': '/type/author'},Bad Nauheim
OL319561A,{'key': '/type/author'},
OL1493465A,{'key': '/type/author'},"Jakarta, Indonesia"
OL1892583A,{'key': '/type/author'},
OL268811A,{'key': '/type/author'},
OL3309269A,{'key': '/type/author'},
OL47061A,{'key': '/type/author'},
OL47499A,{'key': '/type/author'},
OL129543A,{'key': '/type/author'},
OL156850A,{'key': '/type/author'},
OL2966555A,{'key': '/type/author'},"Kenai, Alaska"
OL4389139A,{'key': '/type/redirect'},/authors/OL114541A
OL6551386A,{'key': '/type/author'},
OL1677995A,{'key': '/type/author'},
OL2039040A,{'key': '/type/author'},
OL2314464A,{'key': '/type/author'},
OL2319277A,{'key': '/type/author'},
OL2890A,{'key': '/type/author'},
OL4121776A,{'key': '/type/author'},
OL492907A,{'key': '/type/author'},
OL537205A,{'key': '/type/author'},
OL1654795A,{'key': '/type/author'},
OL377179A,{'key': '/type/author'},
OL40943A,{'key': '/type/author'},
OL446538A,{'key': '/type/author'},
OL6002564A,{'key': '/type/author'},
OL6551378A,{'key': '/type/author'},"St Andrews, Scotland"
OL1452096A,{'key': '/type/author'},"London, England"
OL3072681A,{'key': '/type/author'},"Roosevelt, Utah  U.S.A."
OL335680A,{'key': '/type/author'},
OL3522379A,{'key': '/type/author'},Northern California
OL4411963A,{'key': '/type/author'},
OL659964A,{'key': '/type/author'},
OL1987932A,{'key': '/type/author'},
OL293192A,{'key': '/type/author'},"Kragujevac, Serbia"
OL3451305A,{'key': '/type/author'},
OL1647202A,{'key': '/type/author'},
OL4573974A,{'key': '/type/redirect'},/authors/OL1781238A
OL5481650A,{'key': '/type/author'},
OL580944A,{'key': '/type/author'},
OL678198A,{'key': '/type/author'},
OL119715A,{'key': '/type/author'},"Paris, France"
OL1242413A,{'key': '/type/author'},
OL1416646A,{'key': '/type/author'},
OL1732580A,{'key': '/type/author'},
OL22098A,{'key': '/type/author'},England
OL2709233A,{'key': '/type/author'},
OL438710A,{'key': '/type/author'},
OL547463A,{'key': '/type/author'},
OL5809595A,{'key': '/type/author'},Nürnberg
OL118053A,{'key': '/type/author'},
OL1394244A,{'key': '/type/author'},
OL2220453A,{'key': '/type/author'},
OL1961802A,{'key': '/type/author'},
OL23781A,{'key': '/type/author'},
OL25633A,{'key': '/type/author'},
OL42795A,{'key': '/type/author'},
OL442995A,{'key': '/type/author'},"England, U.K."
OL4763532A,{'key': '/type/author'},
OL485982A,{'key': '/type/author'},
OL534229A,{'key': '/type/author'},
OL564284A,{'key': '/type/author'},Picos - Piauí - Brasil
OL5849440A,{'key': '/type/redirect'},/authors/OL3319143A
OL1042137A,{'key': '/type/author'},
OL104365A,{'key': '/type/author'},
OL1629572A,{'key': '/type/author'},
OL1659633A,{'key': '/type/author'},
OL4565818A,{'key': '/type/author'},
OL47465A,{'key': '/type/author'},
OL4760175A,{'key': '/type/author'},
OL501394A,{'key': '/type/author'},
OL6106571A,{'key': '/type/author'},
OL1264407A,{'key': '/type/author'},
OL346124A,{'key': '/type/author'},
OL4394030A,{'key': '/type/author'},
OL6598876A,{'key': '/type/author'},
OL1420265A,{'key': '/type/author'},
OL1512548A,{'key': '/type/author'},
OL281279A,{'key': '/type/author'},
OL2985047A,{'key': '/type/author'},
OL3729242A,{'key': '/type/author'},
OL1008937A,{'key': '/type/author'},
OL130569A,{'key': '/type/author'},
OL1512705A,{'key': '/type/author'},
OL391405A,{'key': '/type/author'},
OL39634A,{'key': '/type/author'},
OL478901A,{'key': '/type/author'},
OL1135794A,{'key': '/type/author'},
OL1318147A,{'key': '/type/author'},
OL1845599A,{'key': '/type/author'},
OL190777A,{'key': '/type/author'},
OL21656A,{'key': '/type/author'},"Los Angeles, CA"
OL2513957A,{'key': '/type/author'},
OL537980A,{'key': '/type/author'},
OL248539A,{'key': '/type/author'},
OL42565A,{'key': '/type/author'},
OL6554441A,{'key': '/type/author'},
OL6804521A,{'key': '/type/author'},
OL1114501A,{'key': '/type/author'},
OL1454419A,{'key': '/type/author'},
OL2308147A,{'key': '/type/author'},
OL2631898A,{'key': '/type/author'},Maine; New England
OL441531A,{'key': '/type/author'},
OL5269542A,{'key': '/type/author'},"England, U.K."
OL6137397A,{'key': '/type/author'},http://www.medjugorje.ws/it/
OL1091364A,{'key': '/type/author'},
OL119693A,{'key': '/type/author'},
OL1337284A,{'key': '/type/author'},
OL2485004A,{'key': '/type/author'},
OL31482A,{'key': '/type/author'},
OL671710A,{'key': '/type/author'},"Norway, Denmark"
OL1317234A,{'key': '/type/author'},
OL151373A,{'key': '/type/author'},
OL2315545A,{'key': '/type/author'},
OL26539A,{'key': '/type/author'},"New York City, NY"
OL3771508A,{'key': '/type/author'},
OL442655A,{'key': '/type/author'},
OL4582551A,{'key': '/type/author'},"Training Collge Road, Kumta, Uttara Kannada, Karnataka (India) 581343"
OL5078510A,{'key': '/type/author'},"Plymouth, UK"
